Vector(row=43, col=79, direction='up')
Vector(row=68, col=45, direction='up')
Vector(row=67, col=45, direction='up')
Vector(row=66, col=45, direction='up')
Vector(row=65, col=45, direction='up')
Vector(row=64, col=45, direction='up')
Vector(row=63, col=45, direction='up')
Vector(row=62, col=45, direction='up')
Vector(row=61, col=45, direction='up')
Vector(row=60, col=45, direction='up')
Vector(row=59, col=45, direction='up')
Vector(row=58, col=45, direction='up')
Vector(row=57, col=45, direction='up')
Vector(row=56, col=45, direction='up')
Vector(row=55, col=45, direction='up')
Vector(row=54, col=45, direction='up')
Vector(row=53, col=45, direction='up')
Vector(row=52, col=45, direction='up')
Vector(row=51, col=45, direction='up')
Vector(row=50, col=45, direction='up')
Vector(row=49, col=45, direction='up')
Vector(row=48, col=45, direction='up')
Vector(row=47, col=45, direction='up')
Vector(row=46, col=45, direction='up')
Vector(row=45, col=45, direction='up')
Vector(row=44, col=45, direction='up')
Vector(row=43, col=45, direction='up')
Vector(row=42, col=45, direction='up')
Vector(row=41, col=45, direction='up')
Vector(row=40, col=45, direction='up')
Vector(row=39, col=45, direction='up')
Vector(row=38, col=45, direction='up')
Vector(row=37, col=45, direction='up')
Vector(row=37, col=45, direction='right')
Vector(row=37, col=46, direction='right')
Vector(row=37, col=47, direction='right')
Vector(row=37, col=48, direction='right')
Vector(row=37, col=49, direction='right')
Vector(row=37, col=50, direction='right')
Vector(row=37, col=51, direction='right')
Vector(row=37, col=52, direction='right')
Vector(row=37, col=53, direction='right')
Vector(row=37, col=54, direction='right')
Vector(row=37, col=55, direction='right')
Vector(row=37, col=56, direction='right')
Vector(row=37, col=57, direction='right')
Vector(row=37, col=58, direction='right')
Vector(row=37, col=59, direction='right')
Vector(row=37, col=60, direction='right')
Vector(row=37, col=61, direction='right')
Vector(row=37, col=62, direction='right')
Vector(row=37, col=63, direction='right')
Vector(row=37, col=64, direction='right')
Vector(row=37, col=65, direction='right')
Vector(row=37, col=66, direction='right')
Vector(row=37, col=67, direction='right')
Vector(row=37, col=68, direction='right')
Vector(row=37, col=69, direction='right')
Vector(row=37, col=70, direction='right')
Vector(row=37, col=71, direction='right')
Vector(row=37, col=72, direction='right')
Vector(row=37, col=73, direction='right')
Vector(row=37, col=74, direction='right')
Vector(row=37, col=75, direction='right')
Vector(row=37, col=76, direction='right')
Vector(row=37, col=77, direction='right')
Vector(row=37, col=77, direction='down')
Vector(row=38, col=77, direction='down')
Vector(row=39, col=77, direction='down')
Vector(row=40, col=77, direction='down')
Vector(row=41, col=77, direction='down')
Vector(row=42, col=77, direction='down')
Vector(row=43, col=77, direction='down')
Vector(row=44, col=77, direction='down')
Vector(row=45, col=77, direction='down')
Vector(row=46, col=77, direction='down')
Vector(row=47, col=77, direction='down')
Vector(row=48, col=77, direction='down')
Vector(row=49, col=77, direction='down')
Vector(row=50, col=77, direction='down')
Vector(row=51, col=77, direction='down')
Vector(row=52, col=77, direction='down')
Vector(row=53, col=77, direction='down')
Vector(row=54, col=77, direction='down')
Vector(row=55, col=77, direction='down')
Vector(row=56, col=77, direction='down')
Vector(row=57, col=77, direction='down')
Vector(row=58, col=77, direction='down')
Vector(row=59, col=77, direction='down')
Vector(row=60, col=77, direction='down')
Vector(row=61, col=77, direction='down')
Vector(row=62, col=77, direction='down')
Vector(row=63, col=77, direction='down')
Vector(row=64, col=77, direction='down')
Vector(row=65, col=77, direction='down')
Vector(row=66, col=77, direction='down')
Vector(row=67, col=77, direction='down')
Vector(row=68, col=77, direction='down')
Vector(row=69, col=77, direction='down')
Vector(row=70, col=77, direction='down')
Vector(row=71, col=77, direction='down')
Vector(row=72, col=77, direction='down')
Vector(row=73, col=77, direction='down')
Vector(row=74, col=77, direction='down')
Vector(row=75, col=77, direction='down')
Vector(row=76, col=77, direction='down')
Vector(row=77, col=77, direction='down')
Vector(row=78, col=77, direction='down')
Vector(row=79, col=77, direction='down')
Vector(row=80, col=77, direction='down')
Vector(row=81, col=77, direction='down')
Vector(row=82, col=77, direction='down')
Vector(row=83, col=77, direction='down')
Vector(row=84, col=77, direction='down')
Vector(row=85, col=77, direction='down')
Vector(row=85, col=77, direction='left')
Vector(row=85, col=76, direction='left')
Vector(row=85, col=75, direction='left')
Vector(row=85, col=74, direction='left')
Vector(row=85, col=73, direction='left')
Vector(row=85, col=72, direction='left')
Vector(row=85, col=71, direction='left')
Vector(row=85, col=70, direction='left')
Vector(row=85, col=69, direction='left')
Vector(row=85, col=68, direction='left')
Vector(row=85, col=67, direction='left')
Vector(row=85, col=66, direction='left')
Vector(row=85, col=65, direction='left')
Vector(row=85, col=64, direction='left')
Vector(row=85, col=63, direction='left')
Vector(row=85, col=62, direction='left')
Vector(row=85, col=61, direction='left')
Vector(row=85, col=60, direction='left')
Vector(row=85, col=59, direction='left')
Vector(row=85, col=58, direction='left')
Vector(row=85, col=57, direction='left')
Vector(row=85, col=56, direction='left')
Vector(row=85, col=55, direction='left')
Vector(row=85, col=54, direction='left')
Vector(row=85, col=53, direction='left')
Vector(row=85, col=52, direction='left')
Vector(row=85, col=51, direction='left')
Vector(row=85, col=50, direction='left')
Vector(row=85, col=49, direction='left')
Vector(row=85, col=48, direction='left')
Vector(row=85, col=47, direction='left')
Vector(row=85, col=46, direction='left')
Vector(row=85, col=45, direction='left')
Vector(row=85, col=44, direction='left')
Vector(row=85, col=43, direction='left')
Vector(row=85, col=42, direction='left')
Vector(row=85, col=41, direction='left')
Vector(row=85, col=40, direction='left')
Vector(row=85, col=39, direction='left')
Vector(row=85, col=38, direction='left')
Vector(row=85, col=37, direction='left')
Vector(row=85, col=36, direction='left')
Vector(row=85, col=35, direction='left')
Vector(row=85, col=34, direction='left')
Vector(row=85, col=33, direction='left')
Vector(row=85, col=32, direction='left')
Vector(row=85, col=31, direction='left')
Vector(row=85, col=30, direction='left')
Vector(row=85, col=29, direction='left')
Vector(row=85, col=28, direction='left')
Vector(row=85, col=27, direction='left')
Vector(row=85, col=26, direction='left')
Vector(row=85, col=25, direction='left')
Vector(row=85, col=24, direction='left')
Vector(row=85, col=23, direction='left')
Vector(row=85, col=22, direction='left')
Vector(row=85, col=21, direction='left')
Vector(row=85, col=21, direction='up')
Vector(row=84, col=21, direction='up')
Vector(row=83, col=21, direction='up')
Vector(row=82, col=21, direction='up')
Vector(row=81, col=21, direction='up')
Vector(row=80, col=21, direction='up')
Vector(row=79, col=21, direction='up')
Vector(row=78, col=21, direction='up')
Vector(row=77, col=21, direction='up')
Vector(row=76, col=21, direction='up')
Vector(row=75, col=21, direction='up')
Vector(row=74, col=21, direction='up')
Vector(row=73, col=21, direction='up')
Vector(row=72, col=21, direction='up')
Vector(row=71, col=21, direction='up')
Vector(row=70, col=21, direction='up')
Vector(row=69, col=21, direction='up')
Vector(row=68, col=21, direction='up')
Vector(row=67, col=21, direction='up')
Vector(row=66, col=21, direction='up')
Vector(row=65, col=21, direction='up')
Vector(row=64, col=21, direction='up')
Vector(row=63, col=21, direction='up')
Vector(row=62, col=21, direction='up')
Vector(row=61, col=21, direction='up')
Vector(row=60, col=21, direction='up')
Vector(row=59, col=21, direction='up')
Vector(row=59, col=21, direction='right')
Vector(row=59, col=22, direction='right')
Vector(row=59, col=23, direction='right')
Vector(row=59, col=24, direction='right')
Vector(row=59, col=25, direction='right')
Vector(row=59, col=26, direction='right')
Vector(row=59, col=27, direction='right')
Vector(row=59, col=28, direction='right')
Vector(row=59, col=29, direction='right')
Vector(row=59, col=30, direction='right')
Vector(row=59, col=31, direction='right')
Vector(row=59, col=32, direction='right')
Vector(row=59, col=33, direction='right')
Vector(row=59, col=34, direction='right')
Vector(row=59, col=35, direction='right')
Vector(row=59, col=36, direction='right')
Vector(row=59, col=37, direction='right')
Vector(row=59, col=38, direction='right')
Vector(row=59, col=39, direction='right')
Vector(row=59, col=40, direction='right')
Vector(row=59, col=41, direction='right')
Vector(row=59, col=42, direction='right')
Vector(row=59, col=43, direction='right')
Vector(row=59, col=44, direction='right')
Vector(row=59, col=45, direction='right')
Vector(row=59, col=46, direction='right')
Vector(row=59, col=47, direction='right')
Vector(row=59, col=48, direction='right')
Vector(row=59, col=49, direction='right')
Vector(row=59, col=50, direction='right')
Vector(row=59, col=51, direction='right')
Vector(row=59, col=52, direction='right')
Vector(row=59, col=53, direction='right')
Vector(row=59, col=54, direction='right')
Vector(row=59, col=55, direction='right')
Vector(row=59, col=56, direction='right')
Vector(row=59, col=57, direction='right')
Vector(row=59, col=58, direction='right')
Vector(row=59, col=59, direction='right')
Vector(row=59, col=60, direction='right')
Vector(row=59, col=61, direction='right')
Vector(row=59, col=62, direction='right')
Vector(row=59, col=63, direction='right')
Vector(row=59, col=64, direction='right')
Vector(row=59, col=65, direction='right')
Vector(row=59, col=66, direction='right')
Vector(row=59, col=67, direction='right')
Vector(row=59, col=68, direction='right')
Vector(row=59, col=69, direction='right')
Vector(row=59, col=70, direction='right')
Vector(row=59, col=71, direction='right')
Vector(row=59, col=72, direction='right')
Vector(row=59, col=73, direction='right')
Vector(row=59, col=74, direction='right')
Vector(row=59, col=75, direction='right')
Vector(row=59, col=76, direction='right')
Vector(row=59, col=77, direction='right')
Vector(row=59, col=78, direction='right')
Vector(row=59, col=79, direction='right')
Vector(row=59, col=80, direction='right')
Vector(row=59, col=81, direction='right')
Vector(row=59, col=82, direction='right')
Vector(row=59, col=83, direction='right')
Vector(row=59, col=84, direction='right')
Vector(row=59, col=85, direction='right')
Vector(row=59, col=86, direction='right')
Vector(row=59, col=87, direction='right')
Vector(row=59, col=88, direction='right')
Vector(row=59, col=89, direction='right')
Vector(row=59, col=90, direction='right')
Vector(row=59, col=91, direction='right')
Vector(row=59, col=92, direction='right')
Vector(row=59, col=92, direction='down')
Vector(row=60, col=92, direction='down')
Vector(row=61, col=92, direction='down')
Vector(row=62, col=92, direction='down')
Vector(row=63, col=92, direction='down')
Vector(row=64, col=92, direction='down')
Vector(row=65, col=92, direction='down')
Vector(row=66, col=92, direction='down')
Vector(row=67, col=92, direction='down')
Vector(row=68, col=92, direction='down')
Vector(row=69, col=92, direction='down')
Vector(row=70, col=92, direction='down')
Vector(row=71, col=92, direction='down')
Vector(row=72, col=92, direction='down')
Vector(row=73, col=92, direction='down')
Vector(row=74, col=92, direction='down')
Vector(row=75, col=92, direction='down')
Vector(row=76, col=92, direction='down')
Vector(row=77, col=92, direction='down')
Vector(row=78, col=92, direction='down')
Vector(row=79, col=92, direction='down')
Vector(row=80, col=92, direction='down')
Vector(row=81, col=92, direction='down')
Vector(row=82, col=92, direction='down')
Vector(row=83, col=92, direction='down')
Vector(row=84, col=92, direction='down')
Vector(row=85, col=92, direction='down')
Vector(row=86, col=92, direction='down')
Vector(row=87, col=92, direction='down')
Vector(row=88, col=92, direction='down')
Vector(row=89, col=92, direction='down')
Vector(row=90, col=92, direction='down')
Vector(row=91, col=92, direction='down')
Vector(row=92, col=92, direction='down')
Vector(row=93, col=92, direction='down')
Vector(row=94, col=92, direction='down')
Vector(row=95, col=92, direction='down')
Vector(row=95, col=92, direction='left')
Vector(row=95, col=91, direction='left')
Vector(row=95, col=90, direction='left')
Vector(row=95, col=89, direction='left')
Vector(row=95, col=88, direction='left')
Vector(row=95, col=87, direction='left')
Vector(row=95, col=87, direction='up')
Vector(row=94, col=87, direction='up')
Vector(row=93, col=87, direction='up')
Vector(row=92, col=87, direction='up')
Vector(row=91, col=87, direction='up')
Vector(row=90, col=87, direction='up')
Vector(row=89, col=87, direction='up')
Vector(row=88, col=87, direction='up')
Vector(row=87, col=87, direction='up')
Vector(row=86, col=87, direction='up')
Vector(row=85, col=87, direction='up')
Vector(row=84, col=87, direction='up')
Vector(row=83, col=87, direction='up')
Vector(row=82, col=87, direction='up')
Vector(row=81, col=87, direction='up')
Vector(row=80, col=87, direction='up')
Vector(row=80, col=87, direction='right')
Vector(row=80, col=88, direction='right')
Vector(row=80, col=89, direction='right')
Vector(row=80, col=90, direction='right')
Vector(row=80, col=91, direction='right')
Vector(row=80, col=92, direction='right')
Vector(row=80, col=93, direction='right')
Vector(row=80, col=94, direction='right')
Vector(row=80, col=95, direction='right')
Vector(row=80, col=96, direction='right')
Vector(row=80, col=97, direction='right')
Vector(row=80, col=98, direction='right')
Vector(row=80, col=99, direction='right')
Vector(row=80, col=100, direction='right')
Vector(row=80, col=101, direction='right')
Vector(row=80, col=102, direction='right')
Vector(row=80, col=103, direction='right')
Vector(row=80, col=104, direction='right')
Vector(row=80, col=105, direction='right')
Vector(row=80, col=106, direction='right')
Vector(row=80, col=107, direction='right')
Vector(row=80, col=108, direction='right')
Vector(row=80, col=109, direction='right')
Vector(row=80, col=110, direction='right')
Vector(row=80, col=111, direction='right')
Vector(row=80, col=112, direction='right')
Vector(row=80, col=113, direction='right')
Vector(row=80, col=114, direction='right')
Vector(row=80, col=115, direction='right')
Vector(row=80, col=116, direction='right')
Vector(row=80, col=116, direction='down')
Vector(row=81, col=116, direction='down')
Vector(row=82, col=116, direction='down')
Vector(row=83, col=116, direction='down')
Vector(row=84, col=116, direction='down')
Vector(row=85, col=116, direction='down')
Vector(row=86, col=116, direction='down')
Vector(row=87, col=116, direction='down')
Vector(row=88, col=116, direction='down')
Vector(row=89, col=116, direction='down')
Vector(row=90, col=116, direction='down')
Vector(row=91, col=116, direction='down')
Vector(row=92, col=116, direction='down')
Vector(row=93, col=116, direction='down')
Vector(row=94, col=116, direction='down')
Vector(row=95, col=116, direction='down')
Vector(row=96, col=116, direction='down')
Vector(row=97, col=116, direction='down')
Vector(row=98, col=116, direction='down')
Vector(row=99, col=116, direction='down')
Vector(row=100, col=116, direction='down')
Vector(row=101, col=116, direction='down')
Vector(row=102, col=116, direction='down')
Vector(row=103, col=116, direction='down')
Vector(row=104, col=116, direction='down')
Vector(row=105, col=116, direction='down')
Vector(row=106, col=116, direction='down')
Vector(row=107, col=116, direction='down')
Vector(row=108, col=116, direction='down')
Vector(row=109, col=116, direction='down')
Vector(row=110, col=116, direction='down')
Vector(row=111, col=116, direction='down')
Vector(row=112, col=116, direction='down')
Vector(row=113, col=116, direction='down')
Vector(row=114, col=116, direction='down')
Vector(row=115, col=116, direction='down')
Vector(row=116, col=116, direction='down')
Vector(row=117, col=116, direction='down')
Vector(row=118, col=116, direction='down')
Vector(row=119, col=116, direction='down')
Vector(row=120, col=116, direction='down')
Vector(row=121, col=116, direction='down')
Vector(row=122, col=116, direction='down')
Vector(row=123, col=116, direction='down')
Vector(row=124, col=116, direction='down')
Vector(row=125, col=116, direction='down')
Vector(row=126, col=116, direction='down')
Vector(row=126, col=116, direction='left')
Vector(row=126, col=115, direction='left')
Vector(row=126, col=114, direction='left')
Vector(row=126, col=113, direction='left')
Vector(row=126, col=112, direction='left')
Vector(row=126, col=111, direction='left')
Vector(row=126, col=110, direction='left')
Vector(row=126, col=109, direction='left')
Vector(row=126, col=108, direction='left')
Vector(row=126, col=107, direction='left')
Vector(row=126, col=106, direction='left')
Vector(row=126, col=105, direction='left')
Vector(row=126, col=104, direction='left')
Vector(row=126, col=103, direction='left')
Vector(row=126, col=102, direction='left')
Vector(row=126, col=101, direction='left')
Vector(row=126, col=100, direction='left')
Vector(row=126, col=99, direction='left')
Vector(row=126, col=98, direction='left')
Vector(row=126, col=97, direction='left')
Vector(row=126, col=96, direction='left')
Vector(row=126, col=95, direction='left')
Vector(row=126, col=94, direction='left')
Vector(row=126, col=93, direction='left')
Vector(row=126, col=92, direction='left')
Vector(row=126, col=91, direction='left')
Vector(row=126, col=90, direction='left')
Vector(row=126, col=89, direction='left')
Vector(row=126, col=88, direction='left')
Vector(row=126, col=87, direction='left')
Vector(row=126, col=86, direction='left')
Vector(row=126, col=85, direction='left')
Vector(row=126, col=84, direction='left')
Vector(row=126, col=83, direction='left')
Vector(row=126, col=82, direction='left')
Vector(row=126, col=81, direction='left')
Vector(row=126, col=80, direction='left')
Vector(row=126, col=79, direction='left')
Vector(row=126, col=78, direction='left')
Vector(row=126, col=77, direction='left')
Vector(row=126, col=76, direction='left')
Vector(row=126, col=75, direction='left')
Vector(row=126, col=74, direction='left')
Vector(row=126, col=73, direction='left')
Vector(row=126, col=72, direction='left')
Vector(row=126, col=71, direction='left')
Vector(row=126, col=70, direction='left')
Vector(row=126, col=69, direction='left')
Vector(row=126, col=68, direction='left')
Vector(row=126, col=67, direction='left')
Vector(row=126, col=66, direction='left')
Vector(row=126, col=65, direction='left')
Vector(row=126, col=64, direction='left')
Vector(row=126, col=63, direction='left')
Vector(row=126, col=62, direction='left')
Vector(row=126, col=61, direction='left')
Vector(row=126, col=60, direction='left')
Vector(row=126, col=59, direction='left')
Vector(row=126, col=58, direction='left')
Vector(row=126, col=57, direction='left')
Vector(row=126, col=56, direction='left')
Vector(row=126, col=55, direction='left')
Vector(row=126, col=54, direction='left')
Vector(row=126, col=53, direction='left')
Vector(row=126, col=52, direction='left')
Vector(row=126, col=51, direction='left')
Vector(row=126, col=50, direction='left')
Vector(row=126, col=49, direction='left')
Vector(row=126, col=48, direction='left')
Vector(row=126, col=47, direction='left')
Vector(row=126, col=46, direction='left')
Vector(row=126, col=45, direction='left')
Vector(row=126, col=44, direction='left')
Vector(row=126, col=43, direction='left')
Vector(row=126, col=42, direction='left')
Vector(row=126, col=41, direction='left')
Vector(row=126, col=40, direction='left')
Vector(row=126, col=39, direction='left')
Vector(row=126, col=38, direction='left')
Vector(row=126, col=37, direction='left')
Vector(row=126, col=36, direction='left')
Vector(row=126, col=35, direction='left')
Vector(row=126, col=34, direction='left')
Vector(row=126, col=33, direction='left')
Vector(row=126, col=33, direction='up')
Vector(row=125, col=33, direction='up')
Vector(row=124, col=33, direction='up')
Vector(row=123, col=33, direction='up')
Vector(row=122, col=33, direction='up')
Vector(row=121, col=33, direction='up')
Vector(row=120, col=33, direction='up')
Vector(row=119, col=33, direction='up')
Vector(row=118, col=33, direction='up')
Vector(row=117, col=33, direction='up')
Vector(row=116, col=33, direction='up')
Vector(row=115, col=33, direction='up')
Vector(row=114, col=33, direction='up')
Vector(row=113, col=33, direction='up')
Vector(row=112, col=33, direction='up')
Vector(row=111, col=33, direction='up')
Vector(row=110, col=33, direction='up')
Vector(row=109, col=33, direction='up')
Vector(row=108, col=33, direction='up')
Vector(row=107, col=33, direction='up')
Vector(row=106, col=33, direction='up')
Vector(row=105, col=33, direction='up')
Vector(row=104, col=33, direction='up')
Vector(row=103, col=33, direction='up')
Vector(row=102, col=33, direction='up')
Vector(row=101, col=33, direction='up')
Vector(row=100, col=33, direction='up')
Vector(row=99, col=33, direction='up')
Vector(row=98, col=33, direction='up')
Vector(row=97, col=33, direction='up')
Vector(row=96, col=33, direction='up')
Vector(row=95, col=33, direction='up')
Vector(row=94, col=33, direction='up')
Vector(row=93, col=33, direction='up')
Vector(row=92, col=33, direction='up')
Vector(row=91, col=33, direction='up')
Vector(row=90, col=33, direction='up')
Vector(row=89, col=33, direction='up')
Vector(row=88, col=33, direction='up')
Vector(row=87, col=33, direction='up')
Vector(row=86, col=33, direction='up')
Vector(row=85, col=33, direction='up')
Vector(row=84, col=33, direction='up')
Vector(row=83, col=33, direction='up')
Vector(row=82, col=33, direction='up')
Vector(row=81, col=33, direction='up')
Vector(row=80, col=33, direction='up')
Vector(row=79, col=33, direction='up')
Vector(row=78, col=33, direction='up')
Vector(row=77, col=33, direction='up')
Vector(row=76, col=33, direction='up')
Vector(row=75, col=33, direction='up')
Vector(row=74, col=33, direction='up')
Vector(row=73, col=33, direction='up')
Vector(row=72, col=33, direction='up')
Vector(row=71, col=33, direction='up')
Vector(row=70, col=33, direction='up')
Vector(row=69, col=33, direction='up')
Vector(row=68, col=33, direction='up')
Vector(row=67, col=33, direction='up')
Vector(row=66, col=33, direction='up')
Vector(row=65, col=33, direction='up')
Vector(row=64, col=33, direction='up')
Vector(row=63, col=33, direction='up')
Vector(row=62, col=33, direction='up')
Vector(row=61, col=33, direction='up')
Vector(row=60, col=33, direction='up')
Vector(row=59, col=33, direction='up')
Vector(row=58, col=33, direction='up')
Vector(row=58, col=33, direction='right')
Vector(row=58, col=34, direction='right')
Vector(row=58, col=35, direction='right')
Vector(row=58, col=36, direction='right')
Vector(row=58, col=37, direction='right')
Vector(row=58, col=38, direction='right')
Vector(row=58, col=39, direction='right')
Vector(row=58, col=40, direction='right')
Vector(row=58, col=41, direction='right')
Vector(row=58, col=42, direction='right')
Vector(row=58, col=43, direction='right')
Vector(row=58, col=44, direction='right')
Vector(row=58, col=45, direction='right')
Vector(row=58, col=46, direction='right')
Vector(row=58, col=47, direction='right')
Vector(row=58, col=48, direction='right')
Vector(row=58, col=49, direction='right')
Vector(row=58, col=50, direction='right')
Vector(row=58, col=51, direction='right')
Vector(row=58, col=52, direction='right')
Vector(row=58, col=53, direction='right')
Vector(row=58, col=54, direction='right')
Vector(row=58, col=55, direction='right')
Vector(row=58, col=56, direction='right')
Vector(row=58, col=57, direction='right')
Vector(row=58, col=58, direction='right')
Vector(row=58, col=59, direction='right')
Vector(row=58, col=60, direction='right')
Vector(row=58, col=61, direction='right')
Vector(row=58, col=62, direction='right')
Vector(row=58, col=63, direction='right')
Vector(row=58, col=64, direction='right')
Vector(row=58, col=65, direction='right')
Vector(row=58, col=66, direction='right')
Vector(row=58, col=67, direction='right')
Vector(row=58, col=68, direction='right')
Vector(row=58, col=69, direction='right')
Vector(row=58, col=70, direction='right')
Vector(row=58, col=71, direction='right')
Vector(row=58, col=72, direction='right')
Vector(row=58, col=73, direction='right')
Vector(row=58, col=74, direction='right')
Vector(row=58, col=75, direction='right')
Vector(row=58, col=76, direction='right')
Vector(row=58, col=77, direction='right')
Vector(row=58, col=78, direction='right')
Vector(row=58, col=79, direction='right')
Vector(row=58, col=80, direction='right')
Vector(row=58, col=81, direction='right')
Vector(row=58, col=82, direction='right')
Vector(row=58, col=83, direction='right')
Vector(row=58, col=84, direction='right')
Vector(row=58, col=85, direction='right')
Vector(row=58, col=86, direction='right')
Vector(row=58, col=87, direction='right')
Vector(row=58, col=88, direction='right')
Vector(row=58, col=89, direction='right')
Vector(row=58, col=90, direction='right')
Vector(row=58, col=91, direction='right')
Vector(row=58, col=92, direction='right')
Vector(row=58, col=93, direction='right')
Vector(row=58, col=94, direction='right')
Vector(row=58, col=95, direction='right')
Vector(row=58, col=96, direction='right')
Vector(row=58, col=97, direction='right')
Vector(row=58, col=98, direction='right')
Vector(row=58, col=99, direction='right')
Vector(row=58, col=100, direction='right')
Vector(row=58, col=101, direction='right')
Vector(row=58, col=102, direction='right')
Vector(row=58, col=103, direction='right')
Vector(row=58, col=104, direction='right')
Vector(row=58, col=105, direction='right')
Vector(row=58, col=106, direction='right')
Vector(row=58, col=107, direction='right')
Vector(row=58, col=108, direction='right')
Vector(row=58, col=109, direction='right')
Vector(row=58, col=110, direction='right')
Vector(row=58, col=111, direction='right')
Vector(row=58, col=112, direction='right')
Vector(row=58, col=113, direction='right')
Vector(row=58, col=114, direction='right')
Vector(row=58, col=115, direction='right')
Vector(row=58, col=116, direction='right')
Vector(row=58, col=117, direction='right')
Vector(row=58, col=118, direction='right')
Vector(row=58, col=119, direction='right')
Vector(row=58, col=120, direction='right')
Vector(row=58, col=120, direction='down')
Vector(row=59, col=120, direction='down')
Vector(row=60, col=120, direction='down')
Vector(row=61, col=120, direction='down')
Vector(row=62, col=120, direction='down')
Vector(row=63, col=120, direction='down')
Vector(row=64, col=120, direction='down')
Vector(row=65, col=120, direction='down')
Vector(row=66, col=120, direction='down')
Vector(row=67, col=120, direction='down')
Vector(row=68, col=120, direction='down')
Vector(row=69, col=120, direction='down')
Vector(row=70, col=120, direction='down')
Vector(row=71, col=120, direction='down')
Vector(row=72, col=120, direction='down')
Vector(row=73, col=120, direction='down')
Vector(row=74, col=120, direction='down')
Vector(row=75, col=120, direction='down')
Vector(row=76, col=120, direction='down')
Vector(row=77, col=120, direction='down')
Vector(row=78, col=120, direction='down')
Vector(row=79, col=120, direction='down')
Vector(row=80, col=120, direction='down')
Vector(row=81, col=120, direction='down')
Vector(row=82, col=120, direction='down')
Vector(row=83, col=120, direction='down')
Vector(row=84, col=120, direction='down')
Vector(row=85, col=120, direction='down')
Vector(row=86, col=120, direction='down')
Vector(row=87, col=120, direction='down')
Vector(row=88, col=120, direction='down')
Vector(row=89, col=120, direction='down')
Vector(row=90, col=120, direction='down')
Vector(row=91, col=120, direction='down')
Vector(row=92, col=120, direction='down')
Vector(row=93, col=120, direction='down')
Vector(row=94, col=120, direction='down')
Vector(row=95, col=120, direction='down')
Vector(row=96, col=120, direction='down')
Vector(row=97, col=120, direction='down')
Vector(row=98, col=120, direction='down')
Vector(row=99, col=120, direction='down')
Vector(row=100, col=120, direction='down')
Vector(row=101, col=120, direction='down')
Vector(row=102, col=120, direction='down')
Vector(row=103, col=120, direction='down')
Vector(row=104, col=120, direction='down')
Vector(row=105, col=120, direction='down')
Vector(row=106, col=120, direction='down')
Vector(row=107, col=120, direction='down')
Vector(row=108, col=120, direction='down')
Vector(row=109, col=120, direction='down')
Vector(row=110, col=120, direction='down')
Vector(row=110, col=120, direction='left')
Vector(row=110, col=119, direction='left')
Vector(row=110, col=118, direction='left')
Vector(row=110, col=117, direction='left')
Vector(row=110, col=116, direction='left')
Vector(row=110, col=115, direction='left')
Vector(row=110, col=114, direction='left')
Vector(row=110, col=113, direction='left')
Vector(row=110, col=112, direction='left')
Vector(row=110, col=111, direction='left')
Vector(row=110, col=110, direction='left')
Vector(row=110, col=109, direction='left')
Vector(row=110, col=108, direction='left')
Vector(row=110, col=107, direction='left')
Vector(row=110, col=106, direction='left')
Vector(row=110, col=105, direction='left')
Vector(row=110, col=104, direction='left')
Vector(row=110, col=103, direction='left')
Vector(row=110, col=102, direction='left')
Vector(row=110, col=101, direction='left')
Vector(row=110, col=100, direction='left')
Vector(row=110, col=99, direction='left')
Vector(row=110, col=98, direction='left')
Vector(row=110, col=97, direction='left')
Vector(row=110, col=96, direction='left')
Vector(row=110, col=95, direction='left')
Vector(row=110, col=94, direction='left')
Vector(row=110, col=93, direction='left')
Vector(row=110, col=92, direction='left')
Vector(row=110, col=91, direction='left')
Vector(row=110, col=90, direction='left')
Vector(row=110, col=89, direction='left')
Vector(row=110, col=88, direction='left')
Vector(row=110, col=87, direction='left')
Vector(row=110, col=86, direction='left')
Vector(row=110, col=85, direction='left')
Vector(row=110, col=84, direction='left')
Vector(row=110, col=83, direction='left')
Vector(row=110, col=82, direction='left')
Vector(row=110, col=81, direction='left')
Vector(row=110, col=80, direction='left')
Vector(row=110, col=79, direction='left')
Vector(row=110, col=78, direction='left')
Vector(row=110, col=77, direction='left')
Vector(row=110, col=76, direction='left')
Vector(row=110, col=75, direction='left')
Vector(row=110, col=75, direction='up')
Vector(row=109, col=75, direction='up')
Vector(row=108, col=75, direction='up')
Vector(row=107, col=75, direction='up')
Vector(row=106, col=75, direction='up')
Vector(row=105, col=75, direction='up')
Vector(row=104, col=75, direction='up')
Vector(row=103, col=75, direction='up')
Vector(row=102, col=75, direction='up')
Vector(row=101, col=75, direction='up')
Vector(row=100, col=75, direction='up')
Vector(row=99, col=75, direction='up')
Vector(row=98, col=75, direction='up')
Vector(row=97, col=75, direction='up')
Vector(row=96, col=75, direction='up')
Vector(row=95, col=75, direction='up')
Vector(row=94, col=75, direction='up')
Vector(row=93, col=75, direction='up')
Vector(row=92, col=75, direction='up')
Vector(row=91, col=75, direction='up')
Vector(row=90, col=75, direction='up')
Vector(row=89, col=75, direction='up')
Vector(row=88, col=75, direction='up')
Vector(row=87, col=75, direction='up')
Vector(row=86, col=75, direction='up')
Vector(row=85, col=75, direction='up')
Vector(row=84, col=75, direction='up')
Vector(row=83, col=75, direction='up')
Vector(row=82, col=75, direction='up')
Vector(row=81, col=75, direction='up')
